"text", "translation"
"コーナーで速度がわずかに上がる\n＜長距離＞","彎道處速度稍微提高\n＜長距離＞"
"レース中盤に大きく差をつけ先頭だと\nリードを保ちやすい＜長距離＞","比賽中盤拉開很大的差距領先的話\n容易保持領先＜長距離＞"
"レース中盤に大きく差をつけ先頭だと\nリードをわずかに保ちやすい＜長距離＞","比賽中盤拉開很大的差距領先的話\n稍微容易保持領先＜長距離＞"
"追い抜く気持ちが湧き\nわずかに疲れにくくなる＜長距離＞","湧出激動的心情\n稍微不容易疲勞＜長距離＞"
"レース終盤で追い抜くと\n速度が上がる＜長距離＞","比賽終盤超越的話\n速度提高＜長距離＞"
"レース終盤で追い抜くと\n速度がわずかに上がる＜長距離＞","比賽終盤超越的話\n速度稍微提高＜長距離＞"
"レース中盤で後ろの方にいると\n前方の持久力を少し奪う＜長距離＞","比賽中盤處於後方的話\n奪走前方的耐力＜長距離＞"
"レース中盤で後ろの方にいると\n前方の持久力をちょっと奪う＜長距離＞","比賽中盤處於後方的話\n稍微奪走前方的耐力＜長距離＞"
"レース終盤で前方のウマ娘の\n視野が狭くなる＜長距離＞","比賽終盤處於前方的馬娘\n視野變得狹窄＜長距離＞"
"レース終盤で前方のウマ娘の\n視野が少し狭くなる＜長距離＞","比賽終盤處於前方的馬娘\n視野稍微變得狹窄＜長距離＞"
"直線で速度が少し上がる\n＜作戦・逃げ＞","直線速度提高\n＜作戦・逃げ＞"
"直線で速度がわずかに上がる\n＜作戦・逃げ＞","直線速度稍微提高\n＜作戦・逃げ＞"
"コーナーで速度が少し上がる\n＜作戦・逃げ＞","彎道處速度提高\n＜作戦・逃げ＞"
"コーナーで速度がわずかに上がる\n＜作戦・逃げ＞","彎道處速度稍微提高\n＜作戦・逃げ＞"
"レース序盤に少し囲まれにくくなる\n＜作戦・逃げ＞","比賽序盤稍微不容易被包圍\n＜作戦・逃げ＞"
"レース序盤にわずかに\n追い抜かれにくくなる＜作戦・逃げ＞","比賽序盤\n很難被超越＜作戦・逃げ＞"
"上り坂で疲れにくくなる\n＜作戦・逃げ＞","上坡時不容易疲勞\n＜作戦・逃げ＞"
"上り坂でわずかに疲れにくくなる\n＜作戦・逃げ＞","上坡時稍微不容易疲勞\n＜作戦・逃げ＞"
"レース中盤に後ろにいると\n加速力が上がる＜作戦・逃げ＞","比賽中盤處於後方的話\n加速力提高＜作戦・逃げ＞"
"レース中盤に後ろにいると\n加速力がわずかに上がる＜作戦・逃げ＞","比賽中盤處於後方的話\n加速力稍微提高＜作戦・逃げ＞"
"レース序盤に逃げに失敗した時\n前がわずかに動揺する＜作戦・逃げ＞","比賽序盤逃跑失敗時\n前方略微動搖＜作戦・逃げ＞"
"直線で速度が少し上がる\n＜作戦・先行＞","直線速度提高\n＜作戦・先行＞"
"直線で速度がわずかに上がる\n＜作戦・先行＞","直線速度稍微提高\n＜作戦・先行＞"
"コーナーで速度が少し上がる\n＜作戦・先行＞","彎道處速度提高\n＜作戦・先行＞"
"コーナーで速度がわずかに上がる\n＜作戦・先行＞","彎道處速度稍微提高\n＜作戦・先行＞"
"コース取りが少しスムーズになる\n＜作戦・先行＞","路線安排順暢了\n＜作戦・先行＞"
"コース取りがわずかにスムーズになる\n＜作戦・先行＞","路線安排稍微順暢了\n＜作戦・先行＞"
"下り坂が少し得意になる\n＜作戦・先行＞","擅長下坡\n＜作戦・先行＞"
"下り坂がわずかに得意になる\n＜作戦・先行＞","稍微擅長下坡\n＜作戦・先行＞"
"レース中盤に持久力が回復する\n＜作戦・先行＞","比賽中盤耐力恢復\n＜作戦・先行＞"
"レース中盤に持久力がわずかに回復する\n＜作戦・先行＞","比賽中盤耐力稍微恢復\n＜作戦・先行＞"
"レース中盤に後ろの方にいると\n加速力が少し上がる＜作戦・先行＞","比賽中盤處於後方的話\n加速力提高＜作戦・先行＞"
"レース中盤に後ろの方にいると\n加速力がわずかに上がる＜作戦・先行＞","比賽中盤處於後方的話\n加速力稍微提高＜作戦・先行＞"
"レース終盤に前の方にいると後方の\n視野が少し狭くなる＜作戦・先行＞","比賽終盤處於前方的話\n後方的視野變的狹窄＜作戦・先行＞"
"レース終盤に前の方にいると後方の\n視野がわずかに狭くなる＜作戦・先行＞","比賽終盤處於前方的話\n後方的視野稍微變的狹窄＜作戦・先行＞"
"直線で速度が少し上がる\n＜作戦・差し＞","直線速度提高\n＜作戦・差し＞"
"直線で速度がわずかに上がる\n＜作戦・差し＞","直線速度稍微提高\n＜作戦・差し＞"
"コーナーで速度が少し上がる\n＜作戦・差し＞","彎道處速度提高\n＜作戦・差し＞"
"コーナーで速度がわずかに上がる\n＜作戦・差し＞","彎道處速度稍微提高\n＜作戦・差し＞"
"追い抜きが少し成功しやすくなる\n＜作戦・差し＞","超越容易成功\n＜作戦・差し＞"
"追い抜きがわずかに成功しやすくなる\n＜作戦・差し＞","超越稍微容易成功\n＜作戦・差し＞"
"上り坂で速度が上がる\n＜作戦・差し＞","上坡速度提高\n＜作戦・差し＞"
"上り坂で速度がわずかに上がる\n＜作戦・差し＞","上坡速度稍微提高\n＜作戦・差し＞"
"レース終盤に持久力が回復する\n＜作戦・差し＞","比賽終盤恢復耐力\n＜作戦・差し＞"
"レース終盤に持久力がわずかに回復する\n＜作戦・差し＞","比賽終盤稍微恢復耐力\n＜作戦・差し＞"
"レース中盤に観察力が高まり\n視野を広く持てる＜作戦・差し＞","比賽中盤觀察力提高\n視野開闊＜作戦・差し＞"
"レース中盤に観察力が高まり視野を\nわずかに広く持てる＜作戦・差し＞","比賽中盤觀察力提高\n視野稍微開闊＜作戦・差し＞"
"レース終盤に他のウマ娘が\n動揺する＜作戦・差し＞","比賽終盤時\n動搖其他馬娘＜作戦・差し＞"
"レース終盤に他のウマ娘が\nわずかに動揺する＜作戦・差し＞","比賽終盤時\n稍微動搖其他馬娘＜作戦・差し＞"
"直線で速度が少し上がる\n＜作戦・追込＞","直線速度提高\n＜作戦・追込＞"
"直線で速度がわずかに上がる\n＜作戦・追込＞","直線速度稍微提高\n＜作戦・追込＞"
"コーナーで速度が少し上がる\n＜作戦・追込＞","彎道速度提高\n＜作戦・追込＞"
"コーナーで速度がわずかに上がる\n＜作戦・追込＞","彎道速度稍微提高\n＜作戦・追込＞"
"左右に移動すると状況を把握して\n視野が少し広くなる＜作戦・追込＞","左右移動的話把握狀況\n視野變寬＜作戦・追込＞"
"左右に移動すると状況を把握して\n視野がわずかに広くなる＜作戦・追込＞","左右移動的話把握狀況\n視野稍微變寬＜作戦・追込＞"
"下り坂で疲れにくくなる\n＜作戦・追込＞","下坡時不容易疲勞\n＜作戦・追込＞"
"下り坂でわずかに疲れにくくなる\n＜作戦・追込＞","下坡時稍微不容易疲勞\n＜作戦・追込＞"
"前が詰まった時に落ち着いて\n態勢を立て直す＜作戦・追込＞","前方堵塞的時候\n沉著的重整姿勢＜作戦・追込＞"
"前が詰まった時に落ち着いて\n態勢をわずかに立て直す＜作戦・追込＞","前方堵塞的時候\n稍微沉著的重整姿勢＜作戦・追込＞"
"レース終盤に後ろの方にいると\n視野が広くなる＜作戦・追込＞","比賽終盤處於後方的話\n視野變寬＜作戦・追込＞"
"レース終盤に後ろの方にいると\n視野がわずかに広くなる＜作戦・追込＞","比賽終盤處於後方的話\n視野稍微變寬＜作戦・追込＞"
"レース終盤に目を付けたウマ娘の\n緊張感が増す＜作戦・追込＞","比賽終盤時\n增加馬娘的緊張感＜作戦・追込＞"
"レース終盤に目を付けたウマ娘の\n緊張感がわずかに増す＜作戦・追込＞","比賽終盤時\n稍微增加馬娘的緊張感＜作戦・追込＞"
"良い位置につきやすくなる\n＜作戦・逃げ＞","容易找到好位置\n＜作戦・逃げ＞"
"良い位置に少しつきやすくなる\n＜作戦・逃げ＞","稍微容易找到好位置\n＜作戦・逃げ＞"
"良い位置につきやすくなる\n＜作戦・先行＞","容易找到好位置\n＜作戦・先行＞"
"良い位置に少しつきやすくなる\n＜作戦・先行＞","稍微容易找到好位置\n＜作戦・先行＞"
"良い位置につきやすくなる\n＜作戦・差し＞","容易找到好位置\n＜作戦・差し＞"
"良い位置に少しつきやすくなる\n＜作戦・差し＞","稍微容易找到好位置\n＜作戦・差し＞"
"良い位置につきやすくなる\n＜作戦・追込＞","容易找到好位置\n＜作戦・追込＞"
"良い位置に少しつきやすくなる\n＜作戦・追込＞","稍微容易找到好位置\n＜作戦・追込＞"
"枠番が7の時に\n良いことが起きる場合がある","框號是7的時候\n容易有好事發生"
"枠番が7の時に少し\n良いことが起きる場合がある","框號是7的時候\n稍微容易有好事發生"
"残り距離が777mの時に\nわずかに元気が出る","還剩777m的時候\n有點精神"
"上り坂がわずかに上手くなる","上坡時容易上手"
"近くにウマ娘がたくさんいると\n速度がわずかに上がる","附近有很多馬娘的話\n速度會稍微提高"
"レース序盤にスキルを多く発動すると\n加速力がわずかに上がる","比賽序盤發動技能較多的話\n加速力會略微提高"
"レース中盤にスキルを多く発動すると\n速度がわずかに上がる","比賽中盤發動技能較多的話\n速度會略微提高"
"レース終盤にスキルを多く発動すると\n持久力がわずかに回復する","比賽終盤發動技能較多的話\n耐力會略微恢復"
"シンパシーの心を持つウマ娘が多い\nレースだと少し能力が上がる","擁有相同心情的馬娘較多的話\n比賽能力稍微提高"
"自分だけが一匹狼の心を持つレースで\n少し能力が上がる","自己保持著如同一匹狼般的心情\n稍微提高能力"
"前のウマ娘のすぐ後ろに付けると\n風の抵抗をわずかに受けにくくなる","緊跟在前方的馬娘後面的話\n風的阻力就會稍微減少"
"すぐ後ろにウマ娘が長くいると\n速度がわずかに上がる","如果馬娘長時間處於後方的話\n速度會稍微提高"
"レース終盤に前の方で相手を抜くと\n速度がわずかに上がる","比賽終盤如果超越前方的對手\n速度回稍微提高"
"最終直線で差を付けて先頭にいると\n速度をわずかに上げる","最終直線領先的話\n速度稍微提高"
"最終直線で前と差が詰まると\n速度が少し上がる","最終直線時前方堵塞的話\n速度稍微提高"
"最終コーナー以降で前の方にいると\n加速力がわずかに上がる","最後一個彎道時如果處於前方\n加速力會略微提高"
"残り200m地点で前の方にいると\n少し抜け出しやすくなる","還剩200m的時候處於前方\n會更容易脫身"
"レース中間からロングスパートをかけて\n速度がちょっとずつ上がる","比賽中間開始進行長距離衝刺\n速度一點點提高"
"残り200mを切って前の方にいると\n速度がわずかに上がる","剩下不到200m處於前方的話\n速度會稍微提高"
"レース後半で1番を\nキープし続ける力をちょっと発揮する","比賽後半段保持第一名的話\n容易繼續發揮力量保持"
"最終コーナーで好位置にいると\n加速力がわずかに上がる","最後彎道時處於好位置的話\n加速力會略微提高"
"最終直線で後ろの方から追い抜くと\n速度がわずかに上がる","最終直線從後方超越的話\n速度回稍微提高"
"最終コーナーで前の方にいると\n速度がわずかに上がる","最後彎道時處於前方的話\n速度會稍微提高"
"最終直線で余力を持って前にいると\nちょっと優位を保ちやすくなる","最終直線有餘力處於前方的話\n容易保持優勢"
"最終コーナーで前の方で競り合うと\n速度がわずかに上がる","最後彎道時處於前方競爭的話\n速度會稍微提高"
"レース終盤に3回追い抜くと\n最終直線で速度が少し上がる","比賽終盤超越三次的話\n最終直線上速度會稍微提高"
"最終コーナーで後ろから追い抜くと\n速度がわずかに上がる","最後彎道時從後方超越的話\n速度會稍微提高"
"最終コーナーで前の方で競り合うと\n直線でちょっと抜け出しやすくなる","最後彎道上處於前方競爭的話\n直線上稍微容易脫身"
"最終直線までみずから崩れることなく\n前の方にいるとわずかに速度が上がる","最終直線都沒有崩潰\n處於前方的話速度會略微提高"
"レース終盤のコーナーで前の位置に\nつこうとして加速力がわずかに上がる","比賽終盤最後彎道時為了跑到前方的位置\n加速力略微提高"
"最終直線で抜け出した時に\n速度がわずかに上がる","最終直線脫身的時候\n速度略微提高"
"レース後半のコーナーで控えていると\n持久力がわずかに回復する","比賽後半段的彎道上控制的話\n耐力會稍微恢復"
"最終直線で競り合いに負けない\n気持ちが湧けば、速度がわずかに上がる","最終直線上競爭時產生不想輸的心情\n速度會稍微提高"
"レース後半に前の方で競り合うと\n速度がわずかに上がる","比賽後半段如果在前方競爭的話\n速度會略微提高"
"レース中盤で好位置にいる時に\n持久力がわずかに回復する","比賽中盤處於好位置的話\n耐力稍微恢復"
"最終コーナーで後ろの方にいると近くの\nウマ娘を見て持久力をわずかに回復する","最後彎道時處於後方的話\n看到附近的馬娘耐力稍微恢復"
"レース終盤に前方が詰まると\nお告げ次第で道をわずかに切り開く","比賽終盤前方堵塞的話\n根據提示的力量稍微開闢道路"
"レース終盤で3番手の時に負けそうに\nなると速度がわずかに上がる","比賽終盤處於第三名的時候\n速度會略微提高"
"レースを冷静に運ぶことができると残り\n200mで実力発揮、速度が少し上がる","冷靜的進行比賽的話\n會在剩下200m的時候發揮實力速度稍微提高"
