"text","translation"
"チームメンバーを編成して、アオハル杯の優勝をめざしましょう！\nアオハル杯は各部門ごとに行われ、\n合計５レースのうちより<color=#ff9900>多く勝ち星を挙げた方が勝利</color>となります。\n<color=#ff9900>勝利するとチームランキングが上がり</color>、\n対戦相手のランキング順位が高いほどより大きく上がります。","Organize your team members and aim to win the Aoharu Hai! The Aoharu Hai will be held in each division, and the winner will be the one with <color=#ff9900>more wins</color> out of a total of five races. <color=#ff9900>Winning will raise your team ranking</color>, and the higher your opponent's ranking, the bigger the increase."
"集めたピースを使用することで、育成ウマ娘を<color=#ff9900>解放</color>できます。\n解放すると、育成で担当することができるようになります。","By using the pieces you have collected, you can <color=#ff9900>release</color> your breeding horse girl. Once released, you will be able to take charge of them in training."
"3人のウマ娘を出走登録し、1レースごとに<color=#ff9900>全国のトレーナー</color>と\nリアルタイムで<color=#ff9900>マッチング</color>して対戦します！\n強いウマ娘を育成し、全国のトレーナーに勝利しましょう！","Register your three Uma Musume for each race, and <color=#ff9900>match</color> them against trainers <color=#ff9900>from all over Japan</color> in real time Train strong Uma Musume and win against trainers from all over Japan!"
"<color=#ff9900>オープンリーグ</color>と<color=#ff9900>グレードリーグ</color>の2つのリーグから\n自分に合ったリーグを選択して参加できます！\nリーグによって、出走登録できる殿堂入りウマ娘の\n<color=#ff9900>育成ランク</color>の上限が異なります。","There are two leagues, the <color=#ff9900>Open League</color> and the <color=#ff9900>Grade League</color>, and you can choose the one that suits you best Depending on the league, the upper limit of the <color=#ff9900>breeding rank</color> of the Hall of Fame horse girl you can register to run in the race will differ."
"<color=#ff9900>ルームマッチ</color>は、他のトレーナーたちと、\n殿堂入りウマ娘を出走させてレースができる機能です。\n・<color=#ff9900>開催</color>：自分で条件を決めてレースを開催できます。\n・<color=#ff9900>参加</color>：他のトレーナーが開催しているレースに参加できます。\n・<color=#ff9900>観戦</color>：レースIDを入力してレースを観戦できます。","<color=#ff9900>Room Match</color> is a feature that allows you to race against other trainers with your Hall of Fame horse girl <color=#ff9900>Host</color>: You can set your own conditions for the race <color=#ff9900>Join</color>: You can join a race that other trainers are running <color=#ff9900>Watch</color>: Enter your race ID to watch the race."
"開催されるレースはGⅠが舞台となります。\nレースを開催する場合は、2つのモードから開催方法を選べます。\n・<color=#ff9900>シンプルモード</color>：すぐにレースを開催できるモード。\n・<color=#ff9900>詳細モード</color>：天候や参加条件などを決めて開催できるモード。\nレースでは<color=#ff9900>1人あたり最大3人のウマ娘</color>を出走登録できます。","The race to be held will be a GI race. When holding a race, you can choose between two modes. <color=#ff9900>Simple Mode</color>: This mode allows you to hold a race right away. <color=#ff9900>Detailed mode</color>: This mode allows you to decide on the weather, participation conditions, etc., and then hold the race. <color=#ff9900>You can register up to three Uma Musume</color> per person to run in the race."
"<color=#ff9900>リーグの中は3つのラウンド</color>で構成されています。\nラウンド2からはAグループ、Bグループに分かれ、\n各ラウンド、グループでの成績によって進出先が変わります。\n決勝ラウンドへと進み、<color=#ff9900>優勝</color>を勝ち取りましょう！","<color=#ff9900>The league is made up of three rounds</color>. Starting from Round 2, you will be divided into Group A and Group B, and the places you advance to will depend on your performance in each round and group. Let's move on to the final round and win the <color=#ff9900>winner</color>!"
"開催したレースは参加リストから参加者を募集できます。\n<color=#ff9900>サークル共有機能</color>や<color=#ff9900>SNS共有機能</color>を使って、\n<color=#ff9900>レースID</color>を入力することで身近なトレーナーも募集できます。\nまた、お気に入りのレースを見返せる<color=#ff9900>保存機能</color>もご活用下さい。\n友人たちと一緒にレースを開催してみるのもオススメです。","You can recruit participants for the races you have held from the participation list You can also recruit trainers close to you by entering their <color=#ff9900>race IDs</color> using the <color=#ff9900>Circle Sharing and SNS Sharing functions</color> You can also <color=#ff9900>save your favorite races</color> for future reference We recommend organizing a race with your friends!"
"特別移籍は殿堂入りウマ娘を<color=#ff9901>他のチームに移籍させることで\nお礼品をGET</color>できます。\nなお、他のチームに送り出した殿堂入りウマ娘はいなくなり、\n元に戻すことはできませんのでご注意ください。","In the special transfer, you can transfer your Hall of Famer to another team and get a reward. Please note that once you send a Hall of Famer to another team, she will be gone and you will not be able to get her back."
"移籍先チームの希望する条件に応じて<color=#ff9901>お礼品の内容が変わります。</color>\nまた、それぞれの募集には期待度があり、<color=#ff9901>期待度が高いほど\n殿堂入りウマ娘を送り出してGETできるお礼品は豪華</color>になります。","The contents of the <color=#ff9901>rewards will change depending on the desired conditions of the team you are transferring to. </color> In addition, each recruitment has its own expectation level, and the <color=#ff9901>higher the expectation level, the more luxurious the reward that you can get by sending Uma Musume into the Hall of Fame</color>."
"期待度の高い募集の中にはお礼品として\n移籍した<color=#ff9901>殿堂入りウマ娘のピース</color>が手に入るものもあります。","Some of the most highly anticipated recruits will get a piece of the transferred <color=#ff9901>Hall of Fame horse girl</color> as a thank you gift."
"チームメンバーに特殊なアイコンが出ているトレーニング場所で\nトレーニングを行うと「<color=#ff9900>アオハル特訓</color>」が発生し、\n<color=#ff9900>そのチームメンバーの基礎能力が上がります</color>。\nアオハル杯で優勝できるように、\nアオハル特訓を駆使してチームを成長させましょう！","If you train at a training location where a team member has a special icon, \"<color=#ff9900>Aoharu Special Training</color>\" will occur, and <color=#ff9900>that team member's basic abilities will increase</color>.\nLet's use the Aoharu Training to grow our team so we can win the Aoharu Hai!"
"さらに、<color=#ff9900>2人以上</color>のチームメンバーとアオハル特訓を発生させると\n<color=#ff9900>育成ウマ娘のトレーニングの効果もアップ</color>！\nまた、特訓に参加した<color=#ff9900>チームメンバーの数が増えるほど</color>、\n<color=#ff9900>トレーニングで得られる基礎能力やスキルPtが大きくなります</color>。\nただし、その分<color=#ff9900>消費する体力も大きくなる</color>ため注意しましょう。","In addition, a special Aoharu training session <color=#ff9900>with 2 or more</color> team members, will <color=#ff9900>boost your Uma Musume's training efficiency as well Also, <color=#ff9900>the more team members</color> participate in the training, <color=#ff9900>the more basic abilities and skill points you will gain</color> from the training However, be aware that <color=#ff9900>the amount of energy you consume will also increase</color>."
"アオハル特訓を何回も行ったチームメンバーは、\n一度だけ<color=#ff9900>アオハル魂爆発</color>が発生することがあります！\n発生すると、そのチームメンバーの<color=#ff9900>基礎能力が大きく上がり</color>、\n<color=#ff9900>育成ウマ娘も成長しスキルのヒントを取得</color>します！\n<color=#ff9900>アオハル魂爆発を多く発生させる</color>ことが、攻略のポイントです！","Team members who have gone through special Aoharu Training many times can have a single <color=#ff9900>Aoharu Spirit Explosion</color> When this happens, the team member's <color=#ff9900>basic abilities will increase greatly, and the trained Uma Musume will also grow and get skill hints</color> The key to success is to <color=#ff9900>generate as many Aoharu Spirit Explosions as possible</color>!"
"現在持っているアイテムを確認することができます。\nまた、消費アイテムを使用することもできます。\n一部のアイテムはマニーに変換することができます。\n<color=#ff9900>変換したアイテムは元に戻すことができません</color>ので、変換の際には注意しましょう。","You can check the items you currently have. You can also use consumable items. Some items can be converted to Manny. <color=#ff9900>Converted items cannot be undone</color>, so be careful when converting."
"チームメンバーが成長することで、<color=#ff9900>チーム総合力</color>が上がり、\nたづなさんから差し入れが貰えます。また、チームの各基礎能力が\n上がることで、<color=#ff9900>トレーニングLvも上昇</color>します。\n<color=#ff9900>チームの強さがトレーニングでの育成ウマ娘の成長に繋がる</color>ので、\n積極的にチームを鍛えていきましょう！","As your team members grow, your <color=#ff9900>overall team strength</color> will increase and you will receive gifts from Tazuna. Also, as each team member's basic ability increases, their <color=#ff9900>Training Lv will increase</color> <color=#ff9900>The strength of your team will lead to the growth of the Uma Musume you train</color>, so be proactive and train your team!"
"<color=#ff9900>チーム称号</color>とは、チーム総合力とチームランキングを\n<color=#ff9900>総合した評価</color>です。\n持っている<color=#ff9900>チーム称号が優れているほど</color>、\n<color=#ff9900>エンディングでウマ娘が大きく成長</color>します！\nアオハル杯を勝ち抜き、最強のチーム称号を手に入れましょう！","The <color=#ff9900>team title</color> is an <color=#ff9900>evaluation of your overall</color> team strength and team ranking <color=#ff9900>The better the team title you have, the more your horse girl will grow in the ending</color> Let's win Aoharu Hai and get the strongest team title!"
